title,genre_1_name,vote_average,vote_count,popularity,release_year
Raw,Drama,7.0,451.0,14.320893,2016
Clinical,Thriller,5.4,73.0,13.934252,2017
Teenage Cocktail,Drama,5.8,28.0,2.214543,2016
Sold,Drama,7.2,12.0,1.933369,2016
Legends of the Hidden Temple,Adventure,7.7,3.0,0.795603,2016
We Are the Flesh,Drama,6.0,18.0,1.608321,2016
Jim Gaffigan: Cinco,Comedy,7.6,17.0,1.118338,2017
Mala Mala,Documentary,7.0,5.0,0.971795,2014
Staying Vertical,Drama,5.4,14.0,1.679783,2016
The Crash,Crime,5.2,14.0,4.05452,2017
Don't Grow Up,Drama,4.3,30.0,1.940739,2015
ISRA 88,Thriller,5.0,13.0,2.718862,2016
John Wick: Chapter 2,Thriller,6.7,2924.0,49.247505,2017
Get Out,Mystery,7.2,2978.0,36.894806,2017
Logan,Action,7.6,6310.0,54.581997,2017
Kong: Skull Island,Action,6.2,3161.0,29.429112,2017
City of Tiny Lights,Crime,6.0,17.0,4.69328,2017
Ánima Buenos Aires,Animation,4.3,2.0,0.216973,2012
Passage to Mars,Adventure,4.8,4.0,0.29762,2016
Science Fiction Volume One: The Osiris Child,Science Fiction,5.4,55.0,13.454531,2017
MindGamers,Action,6.0,2.0,1.374192,2015
Before I Fall,Mystery,6.8,651.0,38.995136,2017
The Belko Experiment,Action,6.1,269.0,15.352467,2016
"Trenk, the Little Knight",Animation,6.0,2.0,1.052173,2015
Be My Cat: A Film for Anne,Horror,6.9,7.0,0.339659,2015
The Big Sick,Comedy,7.7,249.0,23.424794,2017
Ingrid Goes West,Drama,7.6,18.0,3.647596,2017
I Don't Feel at Home in This World Anymore,Comedy,6.5,222.0,10.985332,2017
Chocolat,Comedy,7.0,219.0,8.079555,2016
King Arthur: Legend of the Sword,Action,6.5,1506.0,44.251369,2017
Headshot,Action,6.4,80.0,4.470779,2016
100 Streets,Drama,6.2,44.0,6.195956,2016
Incarnate,Horror,5.1,142.0,15.909181,2016
Beauty and the Beast,Family,6.8,5530.0,287.253654,2017
Take the 10,Comedy,5.0,30.0,2.599128,2017
Spring Broke,Documentary,6.0,2.0,0.108897,2016
The Boss Baby,Animation,6.1,2336.0,13.392824,2017
Justice League Dark,Action,7.0,171.0,11.279503,2017
"Liar, Liar, Vampire",Comedy,7.2,8.0,1.007084,2015
Beware the Slenderman,Crime,6.0,43.0,2.231686,2016
Twist of Faith,Drama,6.5,4.0,0.420116,2013
The Similars,Science Fiction,5.3,25.0,1.386193,2015
Dangerous Company,Thriller,4.0,2.0,0.395692,2015
Mercury Plains,Action,5.1,17.0,1.217069,2016
Ukonvaaja,Documentary,5.0,1.0,0.078257,2016
Call Me by Your Name,Romance,0.0,18.0,4.300874,2017
Resident Evil: The Final Chapter,Action,5.9,1139.0,0.75571,2016
"Gilda, No Me Arrepiento de Este Amor",Drama,5.8,4.0,0.766199,2016
Night of Something Strange,Comedy,6.1,19.0,1.80538,2016
American Summer,Adventure,0.0,0.0,0.080888,2016
iBoy,Action,6.0,315.0,8.015815,2017
L'ora legale,Comedy,7.0,142.0,4.949637,2017
The Film Critic,Drama,5.0,1.0,0.048818,2013
Two Lovers and a Bear,Drama,6.8,27.0,3.18198,2016
Better Off Single,Comedy,4.9,11.0,1.044526,2016
Catfight,Comedy,6.1,42.0,5.89953,2017
A Ghost Story,Drama,6.8,95.0,24.339781,2017
As You Are,Mystery,7.3,10.0,1.247405,2016
Lost in the Pacific,Adventure,5.6,10.0,1.008039,2016
The Primary Instinct,Drama,7.0,7.0,0.545911,2015
Pork Pie,Action,6.0,9.0,1.023355,2017
Journey To Greenland,Drama,5.9,10.0,0.764418,2016
Bill Burr: Walk Your Way Out,Comedy,6.8,21.0,1.415218,2017
Delirium,Comedy,5.5,4.0,0.251674,2014
Nocturama,Drama,7.1,32.0,2.445969,2016
Stick Man,Animation,7.5,17.0,5.66954,2016
The Foster Boy,Drama,7.0,11.0,1.521391,2011
Great Migrations,Documentary,8.0,1.0,0.627535,2010
Dalida,Drama,6.8,57.0,7.991801,2016
Abbey Grace,Horror,5.0,5.0,0.368931,2016
XX,Horror,5.0,106.0,8.106953,2017
Open Road,Action,5.2,18.0,3.197646,2013
Amsterdam Heavy,Action,2.8,3.0,1.568293,2011
Devolved,Comedy,1.5,1.0,0.374136,2010
SAGA: Curse of the Shadow,Action,5.0,27.0,1.898751,2013
Fifty Shades Darker,Drama,6.0,2341.0,29.130443,2017
Wilson,Drama,6.1,81.0,8.984386,2017
Lost & Found,Adventure,5.5,15.0,6.929959,2016
Family Heist,Comedy,6.0,30.0,2.872817,2017
The Master: A Lego Ninjago Short,Comedy,2.5,2.0,0.725278,2016
Don't Knock Twice,Horror,5.3,136.0,11.359142,2017
The Ticket,Drama,5.6,22.0,5.803266,2017
Pearl,Animation,7.2,23.0,1.062942,2016
The Beautiful Beast,Drama,5.5,4.0,0.157527,2013
Lavender,Drama,5.5,54.0,3.528884,2017
Detour,Thriller,5.9,38.0,9.184739,2017
My Father Die,Action,6.6,16.0,1.615055,2016
The Book of Love,Drama,6.6,32.0,8.371598,2017
Red Billabong,Action,5.1,7.0,1.089783,2016
The Hollow Point,Action,6.5,53.0,8.093488,2016
Convenience,Action,5.5,14.0,1.184523,2015
A Sunday Kind of Love,Drama,6.6,9.0,0.728584,2016
The Great Gilly Hopkins,Comedy,6.1,53.0,3.206636,2015
Trumped: Inside the Greatest Political Upset of All Time,Documentary,7.8,5.0,0.317396,2017
Lift me up,Family,5.3,3.0,0.131776,2015
Chapter & Verse,Drama,7.0,1.0,0.169932,2016
Ozzy,Animation,6.2,30.0,5.843943,2016
Hickey,Comedy,4.3,6.0,0.710692,2017
Orphan,Drama,6.6,7.0,2.424793,2017
Black Snow,Mystery,6.0,39.0,10.067238,2017
Death by Death,Comedy,4.0,4.0,0.250354,2016
Neal Brennan: 3 Mics,Comedy,7.1,9.0,0.676421,2017
The Doors - Live at the Bowl '68,Music,6.1,6.0,0.222318,2012
Lazy Eye,Romance,6.7,6.0,0.316652,2016
"Michael Bolton's Big, Sexy Valentine's Day Special",Comedy,8.3,6.0,0.789799,2017
Mine,Thriller,6.5,321.0,17.029573,2016
A Decent Man,Drama,6.1,7.0,1.574392,2016
The Tip of the Iceberg,Mystery,5.8,11.0,0.759931,2016
Lost in Florence,Adventure,4.6,10.0,1.125783,2017
Hunter Gatherer,Drama,6.3,4.0,0.283946,2016
Bad Kids of Crestview Academy,Mystery,4.8,13.0,2.258128,2017
Come Together,Family,7.6,41.0,1.817364,2016
The Frontier,Crime,6.2,7.0,1.672854,2016
Couple in a Hole,Thriller,5.8,8.0,0.694834,2016
Tashi and the Monk,Documentary,9.0,2.0,0.984709,2015
The Happy Film,Documentary,6.0,1.0,0.162634,2016
Flight of the Butterflies,Documentary,7.5,2.0,0.121003,2012
Sex in the Comix,Documentary,5.7,3.0,0.601682,2012
SampleThis,Documentary,6.0,5.0,0.482461,2013
To Stay Alive - A Method,Music,0.0,0.0,0.626156,2016
An Eye for Beauty,Drama,2.9,54.0,3.408264,2014
Floyd Norman: An Animated Life,Documentary,7.3,3.0,1.079632,2016
Smetto quando voglio: Masterclass,Action,7.4,158.0,5.047357,2017
American Sharia,Drama,10.0,1.0,0.057365,2015
In Dubious Battle,Drama,5.6,22.0,12.514865,2017
Berlin Syndrome,Mystery,6.0,100.0,12.211769,2017
The Escape,Thriller,7.2,6.0,0.325683,2016
Lemonade,Music,8.8,45.0,2.899155,2016
Peter and the Farm,Documentary,7.8,4.0,0.754566,2016
Préjudice,Drama,6.8,10.0,0.732354,2015
Beauties of the Night,Documentary,7.6,5.0,0.628191,2016
All This Panic,Documentary,0.0,0.0,0.105984,2017
Flex Is Kings,Documentary,6.3,2.0,0.528214,2013
The Clearstream Affair,Thriller,5.9,43.0,1.957983,2015
The Tribe,Thriller,5.3,3.0,0.805734,2016
Cat Sick Blues,Horror,6.0,9.0,0.651966,2015
Dear God No!,Horror,3.4,15.0,0.576314,2011
Even Lambs Have Teeth,Thriller,5.8,11.0,1.085982,2015
Youth in Oregon,Comedy,6.9,11.0,2.640601,2017
Song to Song,Drama,5.4,179.0,12.928712,2017
To the Bone,Drama,7.3,714.0,9.128637,2017
Girlfriend's Day,Comedy,4.5,34.0,5.931844,2017
To Walk Invisible,Drama,7.8,11.0,3.792964,2016
Higglety Pigglety Pop! or There Must Be More to Life,Family,5.0,1.0,0.498117,2010
American Fable,Drama,6.3,27.0,2.770366,2017
You Can't Kill Stephen King,Comedy,4.3,13.0,1.062964,2012
Coda,Drama,8.4,11.0,1.377141,2013
Katherine Ryan: In Trouble,Comedy,6.8,8.0,0.99123,2017
Teenage Kicks,Drama,7.7,3.0,0.174875,2016
Cam-Girl,Thriller,1.0,1.0,0.102569,2016
Almost Adults,Comedy,6.0,40.0,2.059825,2016
Through the Air,Drama,6.6,8.0,0.999402,2015
Spoor,Crime,7.6,12.0,1.434542,2017
God's Own Country,Romance,5.4,8.0,2.595488,2017
A Fantastic Woman,Drama,7.2,13.0,4.059329,2017
Trash Fire,Comedy,6.2,19.0,1.914827,2016
Lovesong,Drama,6.4,30.0,2.605017,2017
Jen Kirkman: Just Keep Livin',Comedy,7.6,7.0,0.322006,2017
Colin Quinn: The New York Story,Comedy,6.3,3.0,0.211207,2016
The Fabulous Patars,Comedy,6.8,28.0,1.624115,2016
Hôtel Normandy,Comedy,4.9,14.0,1.355193,2013
The Fourth Annual 'On Cinema' Oscar Special,Comedy,0.0,0.0,0.032941,2016
Becoming Warren Buffett,Documentary,7.4,7.0,1.279124,2017
Follow,Thriller,5.5,6.0,0.278487,2015
Everybody Loves Somebody,Romance,6.3,22.0,7.077991,2017
The Reconquest,Romance,4.0,5.0,0.86896,2016
Max Rose,Drama,5.0,2.0,0.965858,2016
Matt Besser: Besser Breaks The Record,Comedy,0.0,0.0,0.029425,2016
Rory Scovel: The Charleston Special,Comedy,8.0,2.0,0.145202,2015
Tony Hinchcliffe: One Shot,Comedy,8.3,4.0,0.502291,2016
Whitney Cummings: I'm Your Girlfriend,Comedy,6.0,3.0,0.140222,2016
Alonzo Bodden: Historically Incorrect,Comedy,8.0,1.0,0.331367,2016
Theo Von: No Offense,Comedy,7.7,3.0,0.401253,2016
Steve-O: Guilty as Charged,Comedy,6.2,5.0,0.468216,2016
Stephen Lynch: Hello Kalamazoo,Music,10.0,1.0,0.724499,2016
Cameron Esposito: Marriage Material,Comedy,7.0,1.0,0.163667,2016
Frankie Boyle: Hurt Like You've Never Been Loved,Comedy,10.0,3.0,0.255416,2016
Nikki Glaser: Perfect,Comedy,7.0,3.0,0.259319,2016
Rachel Feinstein: Only Whores Wear Purple,Comedy,0.0,0.0,0.061308,2016
Chris Hardwick: Funcomfortable,Comedy,7.0,3.0,0.440991,2016
Gary Gulman: It's About Time,Comedy,7.7,3.0,0.410738,2016
Michael Ian Black: Noted Expert,Comedy,7.7,3.0,0.150148,2016
Brad Williams: Daddy Issues,Comedy,9.0,1.0,0.667658,2016
Ben Gleib: Neurotic Gangster,Comedy,0.0,0.0,0.096509,2016
Willie Barcena: The Truth Hurts,Comedy,0.0,0.0,0.20414,2016
Josh Blue: Delete,Comedy,1.0,1.0,0.085393,2016
Godfrey: Regular Black,Comedy,0.0,0.0,0.135982,2016
Martin Lawrence Doin’ Time,Comedy,6.3,5.0,0.779098,2016
Doug Stanhope: No Place Like Home,Comedy,6.7,3.0,0.196713,2016
Sebastian Maniscalco: Why Would You Do That?,Comedy,10.0,2.0,0.167998,2016
Lewis Black: Black to the Future,Comedy,6.0,1.0,0.089949,2016
Jena Friedman: American Cunt,Comedy,0.0,0.0,0.16898,2016
Wanda Sykes: What Happened… Ms. Sykes?,Comedy,0.0,0.0,0.13719,2016
Barry Crimmins: Whatever Threatens You,Comedy,0.0,0.0,0.489178,2016
Janeane Garofalo: If I May,Comedy,8.0,1.0,0.093293,2016
Pete Davidson: SMD,Comedy,5.0,1.0,0.143357,2016
Mo Mandel: Negative Reinforcement,Comedy,0.0,0.0,0.083584,2016
Dan Levy: Lion,Comedy,0.0,0.0,0.062949,2016
Aries Spears: Comedy Blueprint,Comedy,0.0,0.0,0.147048,2016
Tony Roberts: Motorcity Motormouth,Comedy,7.0,1.0,0.107507,2016
Joey Coco Diaz: Sociably UnAcceptable,Comedy,0.0,0.0,0.389025,2016
Tom Papa: Human Mule,Comedy,8.0,2.0,0.163387,2016
Nick Thune: Good Guy,Comedy,0.0,0.0,0.072581,2016
Ogres,Drama,7.3,14.0,0.859031,2016
R.A.I.D. Special Unit,Action,5.8,207.0,7.538272,2017
My Entire High School Sinking Into the Sea,Animation,8.2,3.0,0.902835,2016
Britney Ever After,Drama,2.8,10.0,0.787447,2017
Indivisible,Drama,7.0,45.0,2.056498,2016
Mr. Pig,Drama,6.1,9.0,1.65619,2016
Sister Cities,Drama,7.5,12.0,1.846995,2016
Emily & Tim,Drama,7.3,2.0,0.933057,2015
Journey,Drama,0.0,0.0,0.312315,2015
Priceless,Drama,6.2,31.0,5.279713,2016
"Nick Cannon: Stand Up, Don't Shoot",Comedy,7.0,1.0,0.189182,2017
Departure,Drama,7.2,14.0,0.886506,2016
Fair Haven,Family,6.3,14.0,1.447727,2017
Akron,Romance,6.9,14.0,1.325024,2015
Parched,Drama,8.5,23.0,3.322681,2015
Oklahoma City,Documentary,6.4,11.0,1.109178,2017
Fanny's Journey,Drama,6.9,35.0,1.834993,2016
Tonight It's You,Horror,6.0,1.0,0.072118,2016
Tonight It's Me,Drama,6.0,2.0,0.233897,2014
Asteria,Animation,6.7,3.0,0.549947,2017
Enemy of the Reich: The Noor Inayat Khan Story,Documentary,0.0,0.0,0.592531,2014
Nick Di Paolo: Another Senseless Killing,Comedy,0.0,0.0,0.039208,2015
Gary Owen: I Agree With Myself,Comedy,0.0,0.0,0.038396,2015
Mel Brooks: Live at the Geffen,Comedy,8.0,1.0,0.061709,2015
Brian Gaar: Jokes I Wrote At Work,Comedy,0.0,0.0,0.022506,2015
Andy Peters: Exclamation Mark Question Point,Comedy,0.0,0.0,0.049843,2015
Keith Robinson: Back of the Bus Funny,Comedy,0.0,0.0,0.026029,2015
Ralphie May: Unruly,Comedy,0.0,0.0,0.036387,2015
Trevor Moore: High In Church,Comedy,7.5,2.0,0.189606,2015
Jim Norton: Contextually Inadequate,Comedy,7.8,5.0,0.282009,2015
Nate Bargatze: Full Time Magic,Comedy,8.0,2.0,0.192167,2015
Mick Foley: Cheap Pops,Comedy,0.0,0.0,0.021185,2015
Brad Williams: Fun Size,Comedy,8.5,1.0,0.159446,2015
Christopher Titus: Angry Pursuit of Happiness,Comedy,10.0,2.0,0.671568,2014
Jim Breuer: Comic Frenzy,Comedy,6.0,1.0,0.073011,2015
Nick Swardson: Taste It,Comedy,10.0,2.0,0.098582,2015
Susan Calman: Lady Like,Comedy,0.0,0.0,0.025645,2015
Lisa Lampanelli: Back to the Drawing Board,Comedy,6.5,1.0,0.126769,2015
Bridget Everett: Gynecological Wonder,Comedy,0.0,0.0,0.104703,2015
Jay Pharoah: Can I Be Me?,Comedy,6.3,2.0,0.468366,2015
Natasha Leggero: Live at Bimbo's,Comedy,7.7,3.0,0.143351,2015
Craig Ferguson: Just Being Honest,Comedy,6.5,4.0,0.242708,2015
Jeff Dunham: Unhinged in Hollywood,Comedy,5.9,7.0,0.702587,2015
Steve Rannazzisi: Breaking Dad,TV Movie,5.0,2.0,0.37546,2015
Margaret Cho: PsyCHO,Comedy,0.0,0.0,0.039325,2015
Brian Regan: Live From Radio City Music Hall,Comedy,8.0,1.0,0.249596,2015
Anjelah Johnson: Not Fancy,Comedy,4.5,4.0,0.461014,2015
Jimmy Dore: Sentenced To Live,Comedy,0.0,0.0,0.025898,2015
Paul F. Tompkins: Crying and Driving,Comedy,8.3,3.0,0.764576,2015
Sarah Colonna: I Can't Feel My Legs,Comedy,0.0,0.0,0.027059,2015
John Bishop Supersonic Live,Comedy,7.5,2.0,0.15601,2015
Trevor Noah: Lost In Translation,Comedy,8.0,2.0,0.147939,2015
Dara O'Briain Crowd Tickler,Comedy,7.0,2.0,0.558676,2015
Marc Maron: More Later,Comedy,8.1,5.0,0.274324,2015
Elliott Morgan: Premature,Comedy,0.0,0.0,0.058295,2015
Mike Epps: Don't Take It Personal,Comedy,6.0,3.0,0.266603,2015
Scavengers,Action,2.7,9.0,2.355288,2013
Jerrod Carmichael: Love at the Store,Comedy,7.5,2.0,0.736452,2014
Kurt Metzger: White Precious,Comedy,0.0,0.0,0.07805,2014
Tracy Morgan: Bona Fide,TV Movie,4.9,4.0,0.503146,2014
Joe Rogan: Rocky Mountain High,Comedy,0.0,0.0,0.085771,2014
Sebastian Maniscalco: Aren't You Embarrassed?,Comedy,0.0,0.0,0.061909,2014
Trémulo,Romance,7.2,5.0,0.196471,2015
Don't Hang Up,Horror,5.7,97.0,5.597094,2016
The Glass Castle,Drama,6.5,29.0,7.892689,2017
Mean Dreams,Drama,6.5,22.0,4.677232,2016
The Void,Mystery,5.8,207.0,9.082794,2016
Fare,Drama,4.8,4.0,0.718518,2017
The Thirteenth Tale,TV Movie,6.0,18.0,9.790376,2013
Painkillers,Thriller,4.2,6.0,1.228613,2015
The Apostate,Comedy,5.6,5.0,0.694995,2015
Tom of Finland,Drama,7.5,8.0,2.808389,2017
Magnus,Documentary,7.2,13.0,1.627683,2016
Donald Cried,Drama,8.0,2.0,0.37476,2017
Zombie Fever,Comedy,1.5,2.0,0.918522,2013
Stake Land II: The Stakelander,Action,5.4,36.0,6.044527,2016
Wolves,Drama,5.6,6.0,4.233209,2016
Their Finest,Romance,7.1,64.0,17.958512,2017
The Ottoman Lieutenant,Romance,6.5,38.0,13.256679,2017
Lady Macbeth,Drama,6.7,89.0,9.732026,2017
The Sense of an Ending,Mystery,6.7,20.0,5.655716,2017
The Railroad Lady,Comedy,7.5,6.0,0.84232,2016
Wedding Doll,Drama,6.3,4.0,0.252003,2015
Window Horses,Animation,7.8,4.0,0.459717,2016
The Strange Ones,Drama,6.3,2.0,0.161743,2011
Goblin,Horror,5.0,8.0,2.541932,2010
River,Crime,7.9,37.0,2.444659,2015
Extremis,Documentary,7.3,17.0,0.692809,2016
The Rolling Stones - Havana Moon,Music,7.0,3.0,0.403823,2016
Carrie Pilby,Drama,7.0,56.0,5.041182,2017
Lead with Your Heart,TV Movie,3.0,2.0,0.197249,2015
Shame the Devil,Thriller,3.5,3.0,1.731445,2013
Joe's Violin,Documentary,6.0,3.0,0.167879,2016
Patients,Drama,7.4,149.0,4.670617,2017
The Assignment,Action,4.9,74.0,5.522361,2016
Fallen,Drama,5.9,397.0,6.603389,2016
The Shack,Drama,6.9,330.0,16.392712,2017
Some Dogs Bite,Drama,4.7,3.0,0.709216,2010
Foster,Comedy,6.7,25.0,2.347008,2011
Don't Kill It,Fantasy,6.1,36.0,5.990041,2016
Zip & Zap and the Captain's Island,Adventure,5.0,10.0,1.360672,2016
The Raking,Horror,5.7,6.0,0.734142,2017
Cruel Summer,Drama,6.5,5.0,0.693559,2016
The Lost City of Z,Action,6.1,598.0,21.791111,2016
Sleight,Drama,5.8,64.0,24.91169,2017
Triumph’s Election Special 2016,Comedy,0.0,0.0,0.052958,2016
Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,Comedy,0.0,0.0,0.07299,2012
"Pete Holmes: Nice Try, the Devil!",Comedy,7.3,3.0,0.122692,2013
Kurt Braunohler: Trust Me,Comedy,7.0,1.0,0.410664,2017
Moshe Kasher: Live in Oakland,Comedy,7.2,3.0,0.121612,2012
Chris Hardwick: Mandroid,Comedy,8.2,5.0,0.258357,2012
School Dance,Comedy,7.1,29.0,2.603625,2014
Two Is a Family,Drama,7.6,765.0,17.181564,2016
Prohibition,Documentary,7.6,7.0,1.433433,2011
Decadence and Downfall: The Shah of Iran's Ultimate Party,Documentary,7.0,1.0,0.06783,2016
Buster's Mal Heart,Mystery,6.1,41.0,2.796081,2017
2 Lava 2 Lantula!,Horror,5.1,18.0,1.655786,2016
Ghosts of Darkness,Horror,6.6,10.0,0.817407,2017
Power Rangers,Action,6.3,1321.0,23.247298,2017
Alien: Covenant,Horror,5.7,2677.0,72.884078,2017
Free Fire,Action,6.3,232.0,10.403003,2017
The Other Half,Drama,6.9,7.0,1.725625,2016
Angèle and Tony,Romance,6.8,10.0,0.73656,2011
Silvered Water,Documentary,5.0,3.0,0.13276,2014
Austin to Boston,Documentary,7.2,5.0,0.370551,2015
Deseo,Drama,7.5,2.0,1.526115,2012
e-motion,Documentary,8.5,1.0,0.345755,2013
Casting JonBenet,Documentary,5.4,40.0,1.802299,2017
Django,Drama,6.5,30.0,2.251871,2017
The Vessel,Drama,5.3,14.0,1.456857,2016
Milton's Secret,Drama,6.3,4.0,0.570331,2016
Amy Schumer: The Leather Special,Comedy,4.3,37.0,6.891989,2017
Dead Man Talking,Comedy,5.4,11.0,1.397497,2012
The Man in 3B,Mystery,7.0,1.0,0.671717,2015
Halloweed,Horror,3.6,9.0,1.114669,2016
The Strange Case of Wilhelm Reich,Drama,6.0,1.0,0.288609,2013
The Dinner,Drama,4.1,44.0,5.175311,2017
Wild Mouse,Comedy,7.0,12.0,1.624783,2017
The Avenue,Crime,2.5,2.0,0.151264,2017
Arsenal,Action,5.0,24.0,4.192948,2017
A Date for Mad Mary,Romance,7.2,5.0,1.082332,2016
Rescue Under Fire,War,6.1,17.0,33.536359,2017
From Straight A's to XXX,Drama,6.1,11.0,1.677614,2017
Jaurès,History,5.5,2.0,0.083554,2012
Born in China,Documentary,7.6,28.0,7.709977,2017
Population Zero,Crime,5.0,10.0,0.939939,2016
Junior,Documentary,0.0,0.0,0.008232,2011
Lily  & the Snowman,Animation,0.0,0.0,0.031236,2015
Trevor Noah: Afraid of the Dark,Comedy,7.6,16.0,0.995065,2017
Ali and Nino,Drama,7.3,13.0,1.921837,2016
Thirst,Action,5.1,7.0,1.795831,2016
Lost in Paris,Comedy,7.0,7.0,0.926642,2017
Almost Thirty,Comedy,3.0,4.0,0.163508,2013
"Pulp: a Film About Life, Death & Supermarkets",Music,6.8,11.0,1.009893,2014
Dave Chappelle: The Age of Spin,Comedy,7.6,43.0,2.520099,2017
David Bowie: The Last Five Years,Music,7.8,11.0,1.559615,2017
The Evil Within,Horror,7.4,11.0,2.559746,2017
Streit's: Matzo and the American Dream,History,0.0,0.0,0.020034,2015
The Last Laugh,Documentary,0.0,0.0,0.315939,2016
25 April,Documentary,7.0,3.0,0.139972,2015
The Secret of Evil,Horror,7.3,3.0,0.122363,2014
The Last Word,Comedy,6.5,59.0,7.248414,2017
CHiPS,Action,6.2,277.0,12.238061,2017
Table 19,Comedy,6.2,192.0,8.645067,2017
Going in Style,Crime,6.6,543.0,15.157255,2017
Bokeh,Drama,5.1,62.0,6.165126,2017
Alibi.com,Comedy,6.9,389.0,9.09546,2017
Dave Chappelle: Deep in the Heart of Texas,Comedy,8.0,38.0,2.162462,2017
All Nighter,Comedy,6.1,42.0,5.541765,2017
Mr & Mme Adelman,Romance,7.7,50.0,4.319959,2017
Leave to Remain,Drama,6.6,6.0,1.107268,2013
The Batman Shootings,Documentary,2.5,1.0,0.194085,2012
10 Days in a Madhouse,Drama,4.3,5.0,1.034954,2015
Deidra & Laney Rob a Train,Drama,5.7,17.0,2.487073,2017
Carnage: Swallowing the Past,Science Fiction,8.3,3.0,1.336149,2017
Boys of Abu Ghraib,Drama,5.8,21.0,2.597221,2014
Confessions of an Eco-Terrorist,Documentary,7.0,4.0,0.207871,2011
The Most Hated Woman in America,Crime,6.2,38.0,5.969528,2017
Gettin' In,Comedy,2.7,3.0,0.115668,2012
Vine of the Soul: Encounters with Ayahuasca,Documentary,4.3,4.0,0.191046,2010
Bitter Harvest,War,6.7,22.0,3.573865,2017
You Should Meet My Son,Comedy,5.9,10.0,0.573313,2010
Esteros,Comedy,7.1,15.0,1.164059,2016
Novatos,Drama,4.8,4.0,0.281774,2015
Nothing in Return,Drama,6.6,24.0,1.474889,2015
Monster Pies,Drama,6.1,15.0,0.782851,2013
Triple Crossed,Mystery,3.9,11.0,1.526916,2013
Tell No One,Comedy,6.0,23.0,2.374266,2012
Vengeance: A Love Story,Action,5.5,37.0,6.533244,2017
Enter the Warriors Gate,Action,5.4,44.0,7.231992,2016
Vulcania,Science Fiction,2.0,1.0,0.157839,2015
Caprice,Comedy,5.3,30.0,2.237834,2015
Aurélie Laflamme: Les pieds sur terre,Comedy,7.8,5.0,0.357328,2015
Deadly Revenge,Thriller,2.3,3.0,0.202736,2013
Our Loved Ones,Drama,6.5,3.0,0.422852,2015
Middle Man,Drama,0.0,5.0,2.554282,2017
Miles,Drama,7.0,2.0,1.269793,2017
The Discovery,Drama,6.3,312.0,6.803535,2017
Is That a Gun in Your Pocket?,Comedy,9.0,3.0,1.045741,2016
Viceroy's House,Drama,6.5,58.0,16.153534,2017
The Zookeeper's Wife,Drama,7.1,160.0,13.655178,2017
Female Fight Club,Drama,7.2,5.0,3.796019,2017
Ithaca,Drama,5.7,22.0,3.820453,2015
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",Documentary,0.0,0.0,0.121433,2016
Louise by the Shore,Animation,8.0,5.0,0.468728,2016
Lone Wolves,Action,3.0,5.0,1.094645,2016
Eloise,Horror,5.1,52.0,5.271207,2017
Gifted,Drama,7.7,549.0,16.025911,2017
White Coffin,Thriller,5.4,9.0,1.03082,2016
Brave Miss World,Documentary,0.0,0.0,0.023867,2013
Born to Race: Fast Track,Action,5.2,24.0,2.634423,2014
Teen Titans: The Judas Contract,Science Fiction,7.1,98.0,17.086618,2017
The Champions,Documentary,7.3,3.0,0.262433,2015
Louis C.K. 2017,Comedy,7.5,72.0,4.296455,2017
Cantábrico: Los dominios del oso pardo,Documentary,8.0,2.0,0.436657,2017
Aftermath,Drama,5.8,162.0,10.150041,2017
The Secret Scripture,Drama,7.6,25.0,13.177741,2016
The Bigfoot Project,Comedy,6.3,4.0,0.530821,2017
The Case for Christ,Drama,6.2,27.0,3.674827,2017
1 Mile to You,Drama,6.7,29.0,1.668699,2017
Spark: A Space Tail,Adventure,4.8,10.0,10.348612,2017
"Everything, Everything",Drama,7.3,670.0,12.108048,2017
Diary of a Wimpy Kid: The Long Haul,Comedy,6.1,48.0,28.176992,2017
Félicité,Drama,6.0,3.0,0.318809,2017
Twin Peaks: Fire Walk with Me - The Missing Pieces,TV Movie,7.5,34.0,3.027874,2014
Baywatch,Action,6.1,1829.0,35.637691,2017
Unforgettable,Drama,5.7,117.0,10.159713,2017
Snatched,Action,5.2,207.0,11.214779,2017
From a House on Willow Street,Action,5.1,43.0,10.709604,2017
1:54,Drama,7.4,37.0,2.054256,2016
The Sweet Life,Romance,6.4,7.0,0.988396,2016
Boy Missing,Mystery,5.7,44.0,5.157436,2016
The Fate of the Furious,Action,6.8,3803.0,48.573287,2017
Cezanne and I,Comedy,6.1,39.0,4.495703,2016
After Porn Ends 2,Documentary,5.9,27.0,5.523286,2017
Burning Sands,Drama,6.3,30.0,2.155753,2017
Teleios,Science Fiction,5.2,20.0,2.296394,2017
Right Here Right Now,Drama,4.6,8.0,1.153504,2016
Sandy Wexler,Comedy,5.3,105.0,10.213483,2017
Walking with the Enemy,Action,7.0,5.0,2.313749,2014
Extortion,Action,6.6,44.0,12.593368,2017
The Swan Princess Christmas,Animation,6.0,17.0,1.647024,2012
Betting on Zero,Documentary,7.1,16.0,0.983882,2017
Here Alone,Drama,5.7,38.0,3.010304,2016
London Spy,Romance,8.8,12.0,1.1196,2015
The Transfiguration,Horror,6.1,27.0,6.371291,2017
"Sweet, Sweet Lonely Girl",Drama,6.4,7.0,1.475247,2016
Another Evil,Comedy,6.1,10.0,0.882583,2017
Win It All,Comedy,5.7,61.0,4.096366,2017
